type,id,author,editor,advisor,note,title,pages,article_no,num_pages,keywords,doi,journal,issue_date,volume,issue_no,description,month,year,issn,booktitle,acronym,edition,isbn,conf_loc,publisher,publisher_loc
article,3103221,Pauline  Anthonysamy and Awais  Rashid and Ruzanna  Chitchyan,,,,Privacy Requirements: Present &#38; Future,13--22,,10,,10.1109/ICSE-SEIS.2017.3,,,,,,,2017,,Proceedings of the 39th International Conference on Software Engineering: Software Engineering in Society Track,ICSE-SEIS '17,,978-1-5386-2673-3,"Buenos Aires, Argentina",IEEE Press,"Piscataway, NJ, USA"
article,3103117,Roberto  Oliveira and Leonardo  Sousa and Rafael  de Mello and Natasha  Valentim and Adriana  Lopes and Tayana  Conte and Alessandro  Garcia and Edson  Oliveira and Carlos  Lucena,,,,Collaborative Identification of Code Smells: A Multi-case Study,33--42,,10,"case study, collaboration, identification of code smells, qualitative analysis",10.1109/ICSE-SEIP.2017.7,,,,,,,2017,,Proceedings of the 39th International Conference on Software Engineering: Software Engineering in Practice Track,ICSE-SEIP '17,,978-1-5386-2717-4,"Buenos Aires, Argentina",IEEE Press,"Piscataway, NJ, USA"
article,3103126,Razieh L Saremi and Ye  Yang and Guenther  Ruhe and David  Messinger,,,,Leveraging Crowdsourcing for Team Elasticity: An Empirical Evaluation at TopCoder,103--112,,10,"agility, crowdsourced software development, elasticity, topcoder, velocity, worker availability, worker performance",10.1109/ICSE-SEIP.2017.2,,,,,,,2017,,Proceedings of the 39th International Conference on Software Engineering: Software Engineering in Practice Track,ICSE-SEIP '17,,978-1-5386-2717-4,"Buenos Aires, Argentina",IEEE Press,"Piscataway, NJ, USA"
article,3103128,Celal  Ziftci and Jim  Reardon,,,,Who Broke the Build?: Automatically Identifying Changes That Induce Test Failures in Continuous Integration at Google Scale,113--122,,10,"ranking, software changes, software debugging, software fault diagnosis, software testing, software tools",10.1109/ICSE-SEIP.2017.13,,,,,,,2017,,Proceedings of the 39th International Conference on Software Engineering: Software Engineering in Practice Track,ICSE-SEIP '17,,978-1-5386-2717-4,"Buenos Aires, Argentina",IEEE Press,"Piscataway, NJ, USA"
article,3103039,Ali  Jannesari and Zia Ul Huda and Rohit  Atre and Zhen  Li and Felix  Wolf,,,,Parallelizing Audio Analysis Applications: A Case Study,57--66,,10,"parallelizing existing sequential applications, project based parallelization, teaching parallel programming",10.1109/ICSE-SEET.2017.9,,,,,,,2017,,Proceedings of the 39th International Conference on Software Engineering: Software Engineering and Education Track,ICSE-SEET '17,,978-1-5386-2671-9,"Buenos Aires, Argentina",IEEE Press,"Piscataway, NJ, USA"
article,3103139,Truong  Ho-Quang and Regina  Hebig and Gregorio  Robles and Michel R. V. Chaudron and Miguel Angel Fernandez,,,,Practices and Perceptions of UML Use in Open Source Projects,203--212,,10,"GitHub, OSS projects, UML, architecture documentation, communication, effectiveness of UML, motivation",10.1109/ICSE-SEIP.2017.28,,,,,,,2017,,Proceedings of the 39th International Conference on Software Engineering: Software Engineering in Practice Track,ICSE-SEIP '17,,978-1-5386-2717-4,"Buenos Aires, Argentina",IEEE Press,"Piscataway, NJ, USA"
article,3103226,Andrew  Kinai and Juliet  Mutahi and Nelson  Bore and Samuel  Karumba and Srihari  Sridharan and Abdigani  Diriye and Komminist  Weldemariam,,,,Deploying Large Scale School Census Hub: An Experience Report,47--56,,10,"deployment, mobile, requirements, school, user experience",10.1109/ICSE-SEIS.2017.7,,,,,,,2017,,Proceedings of the 39th International Conference on Software Engineering: Software Engineering in Society Track,ICSE-SEIS '17,,978-1-5386-2673-3,"Buenos Aires, Argentina",IEEE Press,"Piscataway, NJ, USA"
article,3103130,Khaled  Alnawasreh and Patrizio  Pelliccione and Zhenxiao  Hao and M&#229;rten  R&#229;nge and Antonia  Bertolino,,,,Online Robustness Testing of Distributed Embedded Systems: An Industrial Approach,133--142,,10,"distributed embedded systems, fault injection, online testing",10.1109/ICSE-SEIP.2017.17,,,,,,,2017,,Proceedings of the 39th International Conference on Software Engineering: Software Engineering in Practice Track,ICSE-SEIP '17,,978-1-5386-2717-4,"Buenos Aires, Argentina",IEEE Press,"Piscataway, NJ, USA"
article,3103043,Stephan  Krusche and Bernd  Bruegge and Irina  Camilleri and Kirill  Krinkin and Andreas  Seitz and Cecil  W&#246;bker,,,,Chaordic Learning: A Case Study,87--96,,10,"agile methods, chaos, creativity, experiential learning, order, self-guided learning, self-organization",10.1109/ICSE-SEET.2017.21,,,,,,,2017,,Proceedings of the 39th International Conference on Software Engineering: Software Engineering and Education Track,ICSE-SEET '17,,978-1-5386-2671-9,"Buenos Aires, Argentina",IEEE Press,"Piscataway, NJ, USA"
article,3103037,Hanna  M&#228;enp&#228;&#228; and Samu  Varjonen and Arto  Hellas and Sasu  Tarkoma and Tomi  M&#228;nnist&#246;,,,,Assessing IOT Projects in University Education: A Framework for Problem-based Learning,37--46,,10,"assessment, computer science education, internet of things, software engineering education",10.1109/ICSE-SEET.2017.6,,,,,,,2017,,Proceedings of the 39th International Conference on Software Engineering: Software Engineering and Education Track,ICSE-SEET '17,,978-1-5386-2671-9,"Buenos Aires, Argentina",IEEE Press,"Piscataway, NJ, USA"
article,3103129,Katja  Kevic and Brendan  Murphy and Laurie  Williams and Jennifer  Beckmann,,,,Characterizing Experimentation in Continuous Deployment: A Case Study on Bing,123--132,,10,"continuous deployment, empirical analysis, experimentation, full deployment cycle",10.1109/ICSE-SEIP.2017.19,,,,,,,2017,,Proceedings of the 39th International Conference on Software Engineering: Software Engineering in Practice Track,ICSE-SEIP '17,,978-1-5386-2717-4,"Buenos Aires, Argentina",IEEE Press,"Piscataway, NJ, USA"
article,3103150,Mojdeh  Golagha and Alexander  Pretschner and Dominik  Fisch and Roman  Nagy,,,,Reducing Failure Analysis Time: An Industrial Evaluation,293--302,,10,"HiL testing, SiL testing, automotive CPS, failure analysis, failure clustering",10.1109/ICSE-SEIP.2017.15,,,,,,,2017,,Proceedings of the 39th International Conference on Software Engineering: Software Engineering in Practice Track,ICSE-SEIP '17,,978-1-5386-2717-4,"Buenos Aires, Argentina",IEEE Press,"Piscataway, NJ, USA"
article,3103120,Yingnong  Dang and Dongmei  Zhang and Song  Ge and Ray  Huang and Chengyun  Chu and Tao  Xie,,,,Transferring Code-clone Detection and Analysis to Practice,53--62,,10,,10.1109/ICSE-SEIP.2017.6,,,,,,,2017,,Proceedings of the 39th International Conference on Software Engineering: Software Engineering in Practice Track,ICSE-SEIP '17,,978-1-5386-2717-4,"Buenos Aires, Argentina",IEEE Press,"Piscataway, NJ, USA"
article,3103131,Michael  de Jong and Arie  van Deursen and Anthony  Cleve,,,,Zero-downtime SQL Database Schema Evolution for Continuous Deployment,143--152,,10,,10.1109/ICSE-SEIP.2017.5,,,,,,,2017,,Proceedings of the 39th International Conference on Software Engineering: Software Engineering in Practice Track,ICSE-SEIP '17,,978-1-5386-2717-4,"Buenos Aires, Argentina",IEEE Press,"Piscataway, NJ, USA"
article,3103138,J&#252;rgen  Cito and F&#225;bio  Oliveira and Philipp  Leitner and Priya  Nagpurkar and Harald C. Gall,,,,Context-based Analytics: Establishing Explicit Links Between Runtime Traces and Source Code,193--202,,10,"DevOps, runtime information, software analytics",10.1109/ICSE-SEIP.2017.1,,,,,,,2017,,Proceedings of the 39th International Conference on Software Engineering: Software Engineering in Practice Track,ICSE-SEIP '17,,978-1-5386-2717-4,"Buenos Aires, Argentina",IEEE Press,"Piscataway, NJ, USA"
article,3103049,Mar&#237;a Cecilia Bastarrica and Daniel  Perovich and Ma&#237;ra Marques Samary,,,,What Can Students Get from a Software Engineering Capstone Course?,137--145,,9,"capstone course, computer science education, software engineering education",10.1109/ICSE-SEET.2017.15,,,,,,,2017,,Proceedings of the 39th International Conference on Software Engineering: Software Engineering and Education Track,ICSE-SEET '17,,978-1-5386-2671-9,"Buenos Aires, Argentina",IEEE Press,"Piscataway, NJ, USA"
article,3103229,Rafael  Angarita and Nikolaos  Georgantas and Cristhian  Parra and James  Holston and Val&#233;rie  Issarny,,,,Leveraging the Service Bus Paradigm for Computer-mediated Social Communication Interoperability,67--75,,9,"computer-mediated communication, interoperability, middleware, service-oriented architecture, social communication",10.1109/ICSE-SEIS.2017.9,,,,,,,2017,,Proceedings of the 39th International Conference on Software Engineering: Software Engineering in Society Track,ICSE-SEIS '17,,978-1-5386-2673-3,"Buenos Aires, Argentina",IEEE Press,"Piscataway, NJ, USA"
article,3180167,Xiaodong  Gu and Hongyu  Zhang and Sunghun  Kim,,,,Deep Code Search,933--944,,12,"code search, deep learning, joint embedding",10.1145/3180155.3180167,,,,,,,2018,,Proceedings of the 40th International Conference on Software Engineering,ICSE '18,,978-1-4503-5638-1,"Gothenburg, Sweden",ACM,"New York, NY, USA"
article,3180212,Andre  Hora and Danilo  Silva and Marco Tulio Valente and Romain  Robbes,,,,Assessing the Threat of Untracked Changes in Software Evolution,1102--1113,,12,"mining software repositories, refactoring, software evolution",10.1145/3180155.3180212,,,,,,,2018,,Proceedings of the 40th International Conference on Software Engineering,ICSE '18,,978-1-4503-5638-1,"Gothenburg, Sweden",ACM,"New York, NY, USA"
article,3180235,Xin  Huang and He  Zhang and Xin  Zhou and Muhammad Ali Babar and Song  Yang,,,,Synthesizing Qualitative Research in Software Engineering: A Critical Review,1207--1218,,12,"evidence-based software engineering, qualitative (synthesis) methods, research synthesis, systematic (literature) review",10.1145/3180155.3180235,,,,,,,2018,,Proceedings of the 40th International Conference on Software Engineering,ICSE '18,,978-1-4503-5638-1,"Gothenburg, Sweden",ACM,"New York, NY, USA"
article,3180241,Christopher  Mendez and Hema Susmita Padala and Zoe  Steine-Hanson and Claudia  Hilderbrand and Amber  Horvath and Charles  Hill and Logan  Simpson and Nupoor  Patil and Anita  Sarma and Margaret  Burnett,,,,"Open Source Barriers to Entry, Revisited: A Sociotechnical Perspective",1004--1015,,12,"gender, newcomer, open source software",10.1145/3180155.3180241,,,,,,,2018,,Proceedings of the 40th International Conference on Software Engineering,ICSE '18,,978-1-4503-5638-1,"Gothenburg, Sweden",ACM,"New York, NY, USA"
article,3180200,Juraj  Kubelka and Romain  Robbes and Alexandre  Bergel,,,,The Road to Live Programming: Insights from the Practice,1090--1101,,12,"exploratory study, live programming, software evolution",10.1145/3180155.3180200,,,,,,,2018,,Proceedings of the 40th International Conference on Software Engineering,ICSE '18,,978-1-4503-5638-1,"Gothenburg, Sweden",ACM,"New York, NY, USA"
article,3180159,Sebastian  Krieter and Thomas  Th&#252;m and Sandro  Schulze and Reimar  Schr&#246;ter and Gunter  Saake,,,,Propagating Configuration Decisions with Modal Implication Graphs,898--909,,12,"configuration, decision propagation, software product line",10.1145/3180155.3180159,,,,,,,2018,,Proceedings of the 40th International Conference on Software Engineering,ICSE '18,,978-1-4503-5638-1,"Gothenburg, Sweden",ACM,"New York, NY, USA"
article,3180172,Alireza  Sadeghi and Reyhaneh  Jabbarvand and Negar  Ghorbani and Hamid  Bagheri and Sam  Malek,,,,A Temporal Permission Analysis and Enforcement Framework for Android,846--857,,12,"Android, access control (permission), temporal logic",10.1145/3180155.3180172,,,,,,,2018,,Proceedings of the 40th International Conference on Software Engineering,ICSE '18,,978-1-4503-5638-1,"Gothenburg, Sweden",ACM,"New York, NY, USA"
